VotePubkey,VoteCredits,ActivatedStake,Commission,Reward
b3d74rXdGgdw9XeqRWgAnm7bsZgg9mf5J5hjZMqKxRD,361250,208513.59,0,0.0
6h4mhExruKD3zp7FLFU6ZDK9yVqoLHHdKVGpGXcauveT,354142,38481.62,0,0.0
9hRVfSz8GudfGFQd3X7HTjaGRiuwj7dpjS3jtuy8c7mk,361237,53904.95,0,1.89
HC1NSDR9cbBeQ8V1XJ62VNceUAbjGdnCcH7f5wVFVZw3,360206,55596.39,7,1.87
EHSN8HePAJHpaMThxxcS3Pv7X6q5hVg259Q9MtXEuY1h,360029,6799.8,100,3.71
DD7NQUKUex26GEsM8jpcx36MoGykbdUHJ3LbcD6Lzrfn,360447,54515.12,7,1.91
he1iusunGwqrNtafDtLdhsUQDFvo13z9sUa36PauBtk,360654,18066.06,0,0.0
HBuFNK1dRGsqbrornwge5YVpN9AYF5T2issPmPdvLBWk,361151,34616.34,7,1.1
B7Z2u3Uw4xvu7s9wtBiV3YmWdr7vEm3r6ZL2jytxQvtY,360736,55728.94,7,1.89
BeLBaGs8dVP1bcA2zhv1RHmEPFY9PfmSR2mFgoqKkiaz,360824,47037.78,7,1.69
6hTLQ5HSdWcpZkbXmZxXaGjCgTh7zh8UeWKWKgGE1BPp,360405,62883.1,100,28.62
J6XZBDuUpuBzgcVGmY8NgHQYKbGZegoYmbpadAKo1qRw,360987,205070.88,0,0.0
BdM7KCd6ZYWcaCMmHVi8YeL4jFzDVM9cRLJUeRAGSvMS,360589,57156.2,7,1.95
yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi,360803,249494.97,0,0.0
HMV1PycioGQknESRL2aULnis6JoAL8hRbb5aPExAEqSx,359936,12.52,0,0.0
G3wJM4gfVhkSapswtSgtQ6HmYoaiXY77asK3pxJTxeAX,361103,60654.52,7,1.97
55gncCYVFXYZhjD5a3aemVVtiHaVwfzu2R4axgamGLwV,360964,145328.43,7,4.9
9FZWpUMfXZ3993g2BfqSFg7xcx9iUCxQwKeYzr2WQCM1,360241,58350.64,7,1.99
BzFtHeFSLDDEWeGN4UbRNLCtdeaicHWsxRjCTvxUnJtw,359108,2113.52,7,1.25
C6uqzABsRPmFd14iL9Ej36AbddVxXPJWV6jwbLZYdYJM,360834,100179.01,7,3.35
491AojvAJnRFsXMmhpxebFinaAUwC9h31DREX429ggWs,342488,8167.21,100,3.82
E2J7T2reBRF1VesJJozG6T73RiLoNBqjfFmZR3zoDkGK,360473,43676.3,7,1.79
Rn3ERP5cLVcB4oWRZpoujk5VRPM7SLrM2txPVHGYwn2,344708,921.39,7,0.03
ArWF5nxj7AupNtDztDz7sna5qFEBj11uVtJBnF77pWqo,360775,7086.3,100,3.95
6tZcqt31FzJv6DhnNeS8xBCH66gvcL5ACrfqyqxQvgJg,360230,51356.01,7,1.82
2tdiMkw7vc7ELX6YSQVRdEWFuwAmmYCTcvgqsCTTVRHc,360725,36926.14,7,1.21
GRmgXGYfKd1oPzMnzNTYG3GwvyCZKi79LyyF3ANVre3g,360859,8548.66,100,4.56
XBtfuT5gYU27UAukT3pEzgiKgHpHNQhSoa3zX2PYtiT,360813,48942.21,7,2.17
GtieaErmxgFVySoaxcN3RP3m6kcmpWGqknZ3peXkaRPC,360897,48403.82,7,1.72
36jVWrHfpyN2RvXCkGA75qdzcBqFfMcyKbC2qg4o2gA8,361017,48540.95,7,1.65
AkGimZzM1sVWT1H5pTYW7ccZjJrR3KC9xFgT2PVTrGmV,360872,8241.27,100,4.43
Bjq4FbzK9aA9bQ7nYd5eGjTtiMyB8yFLVomgr8Wow4hK,360527,59059.36,7,2.02
GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi,360981,64825.55,0,0.0
FLVS6bn4dFUvrp6BkHBG2Tqey7MEemo6K7SLzyxYP88V,360655,50038.06,0,1.66
644K33yWfSzc32VvY5fRUfUqphw8LTaLQntCkyEpJ8h7,360923,119377.46,1,0.56
Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH,361734,49286.52,0,1.82
GMpKrAwQ9oa4sJqEYQezLr8Z2TUAU72tXD4iMyfoJjbh,361097,170548.02,7,5.69
APXk9VZkjTPFjJNLFvmCDHqMQ7moQd3ywf3qGtSjvHyj,360907,44834.6,7,1.5
4FCCbZyS2Za1RpAk1uw3Ewa25B1BmuybipvUpBzR6RpB,359405,49160.67,7,1.73
G5rpFxdBqmZGg9Dm7QZwqatKa1YRPE5HDxZqohw7zbz8,360941,75233.66,10,2.93
7tsnKQmKWS1JoCoL22WGVTmtJcyQznKSGzedBYZoJNqV,361043,7747.32,100,4.37
7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8,345484,710685.03,2,6.19
4MWXBYYW9JhWjS9UUJMH3Q1nRfhduVUx7sdpM7b3bocR,360608,251.22,0,0.0
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,360951,248001.11,7,8.11
5XGMWvqZSBk1fktPtxbwaMF5dhkbrtchpwd4xiXG9q8u,360816,153819.04,0,0.0
FqUfeiVYd1LMNSDw1t9WE6fAXAKzjUVHf8YzZXWQjSMd,360917,55368.34,7,1.86
6TwbKFn21CudK4bKCDTZsHDs2LCxFWUx8mkD6WgzSSSC,360549,51101.0,7,1.75
B9aUcoqmbxJgbPb28oVoZg6WsXUj6Hf6Wu5P7CUbJ6NU,361053,51788.11,7,1.72
3r84fqQnrSLrEDA8p5TStbHB8QFRHB9Frcdmq1AGVDYG,361614,61207.99,0,0.0
4CaonBV9LeqJ2oGhTdbNMWKFcHMbLmCnpCyvrRZtLkz3,360120,50139.87,7,1.81
4vvMs395UWnjvrmwqEDHP2RrVHAq1CHnoovFs1ZS2CXV,360456,52433.23,7,1.86
BEnZR4K28tNLPiH15tdxYkyhaXGbzxqFCNjzTU66uh8b,360553,52469.27,7,1.88
q1phrX11VjA2XEPqsTFMYRfrTZiwUeG7HCVz3d6V5Ua,361039,59917.89,0,0.0
HhYEE3dAShc3772wEiy73XDYnLjVxyBL8eAWKyRcF14y,360970,3085664.8,100,1404.14
BJ6RVC6Moc9mB8u3qcubnhS9ejninfPfXvz6kFGgRH8v,360794,228765.58,0,0.0
8vyuJTHSDkx7k1zymea4TMsgvixf3rCYBXHPDQajePkE,360906,162913.42,0,0.0
5bZfZn16KfmQpmjQeVGrbo5t17aUesLtNMmNNM78FzC,361194,35697.01,7,1.13
2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp,330883,888579.07,1,3.49
4DcSke272vfn4QQK49RNzPPj9pYasbyjoiY1a5UxLDH1,360631,54979.99,0,0.0
Czos5xViyJStxzvZc1B8mEfU91ZZFchXU7sNuY8vensJ,360992,9270.05,100,4.71
ALiQdX94fYbGUt8ar6chuAN1nj8g8bKSgJ7qV3W7bPsS,361058,1150518.97,100,523.67
8GqyNGq1DGAbQLJCqidEV3cyPzByQdj9Ak5MrVibnu6c,361005,57019.81,7,1.97
mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn,360467,469542.17,0,0.0
MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM,360022,235784.59,0,0.0
RBFvvcGPBpgkBYmJGsphoDQJD8sszSuorM7TorWm12Y,355656,1627921.7,8,57.85
8HKqT579dAjdTy86zKUs8kAaGDHXY11wDC3ohGCkLSQH,360925,54501.63,7,1.88
CMHSLFkNiRSkM5fd3ve8cXLX6DSCqoaPhDmjxkGh2L7E,355477,51429.43,7,1.75
7fx4aYDuLyGQenUWy5xdXPfqFhiH5rcMsMjnx3asii4f,360892,34322.63,7,1.08
H6uAeBs3Ec6ZVE9UnCMu9PgFJJPLFbD5WS4CE59uiJxs,361101,7200.73,100,3.75
5bTe8MuMyP1A1ahXHpAkFrhQybNEQuKgU5QhpnQRKxuQ,360979,43149.32,7,1.37
BXNW9ysAB9ksEDidcNWraaFkMeA88q6xzFRSyNnGvQYC,360833,260426.1,0,0.0
DpZLBTc94PHUQLEsGh3mjRF2U9etouZbSVyAS5aqFrom,360862,54413.71,7,1.88
C5q2UJGhzQBizCGyhxj45V5GUS55kZBhKDACyGpKDKJd,361076,8286.77,100,4.3
3SGcQnwxkQFVvhFnQhebCw7Vr9mpkMEbNXFVJFpSXcBD,360904,1016.73,100,1.38
8qPCNWqVehF1Sc7YgUKUr7DUZtt514WHF71Wah8ZTkgR,361112,50988.06,7,1.75
5JbRmaWpRwxRfPGhHt8JAnJ3JnGAPFF44s7sfAC2QjTM,360698,8410.26,10,0.5
BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2,360342,2500000.94,100,1135.65
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,386812,1076152.98,3,16.15
Ck2rHWiP22YzrMgwVSe9ngyRW81JXLRot2CUo1Bf5RFh,361118,6464.7,0,0.0
3JFt7NBHuz7bR1wbWVKgGLkZx9QPwnkuW2sx2nREgbbr,360981,6898.86,0,0.0
7Eg46UwGgsufXdd9C9kF27UAyD2t4VdmCdVTtPFoqxCy,360794,201607.26,0,0.0
J6xTtVPvLbELw96yzqEkWZZgHEDRzhbYKQK75mXtUbvc,107614,1.5,100,0.0
CKLRSR1fxYybR553rjwknHdnShRFmYAcCZWvoTExBqBp,360858,55390.85,7,1.87
94Fybch6SXbRxRh9JrKEmMgsThxX8andVUnQ9BuHxjar,360794,2441.26,100,1.23
5eafxmzReWy8vWRmBcor4oShtQgDwHR3CGGPrfcxdU75,361198,66839.94,0,0.0
5evi7HwSeD95YbvwMpA7cfz6uDFmovHXpcGYAwZbKsoz,360556,55540.47,7,1.94
4CtNJvygjgJ3aY77eLV6Ld5V7g2M9bD2t9XYxYFcbMJ8,360674,55152.69,7,1.89
5pkXTTVgxvebUwtfCmZmMeJBhKB51BeiZbguo6ZrrSas,360919,4487.96,99,0.13
DimavhUqvCpWjUZqSFZGLqBiUVUYQ5jZEaCHutKKVs45,360951,198678.19,0,0.0
HTtwGKgQgsQCAFDPBgN7LabHTMEkUpmTnFqEo5cBcquR,360781,63034.95,0,0.0
6CscV2sTXdurJKwuJ6RZnPKca6pNhqAhN57ygKga2T7G,353044,51017.57,10,2.27
HQotcnK69tWMFixZYQibYQ5rVPV7H8Mw2VxdMBVG6eyP,335474,7434.23,100,4.65
3hHSwKHgnrbVDBWfkx6TJY1WABUoRs7Ve57sRTg9rAY9,360860,89629.6,7,2.91
5jfGwxqrdtXkz6qYb78qHx1vsU3CjzHvQizjnFmXPF1D,360729,51413.24,7,1.78
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,359788,227398.11,0,0.0
C4UD55ynixANA7brHZTyBwPN2uL3YYRwn2d1x3TgShvi,361033,40567.42,7,1.3
78QvBqfkWbDbyo1DMb2ku42r1UfxecwptjbPWJqxkX6E,360760,144482.13,0,0.0
6tWV1iEX8vNzboPfm6UBuCGmT3p4btaaxidVYc3wRkki,360574,60310.46,7,2.05
75EiDe2N17CA64fUhhJLK9rKm4TcRfhMFdghzScycWfa,359061,35732.26,7,1.12
CVroX2HbjDHcawMySpXWP4ZnAStWVnt95ihAXBeq9q11,360524,38287.77,7,1.23
48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf,360852,93431.53,0,0.0
2Q9mEXrNcJknsDyBjsAieH8XrL4MBePEaLJwmHr3NK3L,360828,50218.55,7,1.8
5n1QipQq1eZUTCggETJu3824G44JHJP3o1x9xnY8popV,360345,2075.31,7,0.08
56V15dWmXcpamgP9N8KEuXRoPXh3F664fawEAhHoH71v,297298,5735.51,7,0.01
Dp9gpMr68ZG6gKi1ByGq1oACwWrmRe7cvBWBHhRbdHxr,360752,56900.59,7,1.89
EX3g83pPDBzmqhR3Butivqobds4Mx547REXycx4jAJe4,360428,46994.7,7,1.62
AMvyqeuRBxcDuy38MuGtPksvBtpuT3NPyoiVBDbzza6P,360603,51982.62,7,1.71
Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,360955,240002.14,5,5.51
J1to2NAwajc8hD6E6kujdQiPn1Bbt2mGKKZLY9kSQKdB,359681,5331085.07,4,95.89
EKUh585fWD7LeDRHgmYd9EXpQnY6KNbNAhyBi3FuVw6Y,361121,79041.24,0,0.0
DHoZJqvvMGvAXw85Lmsob7YwQzFVisYg8HY4rt5BAj6M,360227,34873.75,7,1.1
AavwT5GecqFL18ino3YVv5z1icD6p7ENTuXuzAUf6QNM,360424,56746.68,7,1.92
3YCCGCuCicRggDgdK3ixZWXNPVRYfQxvytDUgHFrRFJ4,361290,54993.67,7,1.91
EoMcV8x78aGZYN3RSW8xk311Q8xKNHMXF94UJaEzsMoW,359513,88008.0,7,2.86
ELvd1ayPGicuX9yBNr6tn3V3BUCa12Cme8FDdghcmskf,361509,38516.42,7,1.25
U4dEPAUipZwAQWAuetxrEvDQfnvu5XuzZYWWx7XVy9V,360695,8891.74,7,0.33
6kUVXggj4MA7i6QtMeCXvHQVmXJ11sADbkETJxsZfAPs,360748,7131.93,100,3.73
4BVYjw1ztUzUPsxsaCheWWwThT2X4rjogZytGnuWPUGg,360954,55846.04,7,1.89
8xV77wuFP5BkMDdb1845hRRWZNbDNAbcV75BjMuViWpf,360755,81719.93,7,2.7
akVU92YQV5hNTuzLBkF3RZCzKydZokyvzL7WdPF3D57,360871,46302.62,3,1.59
FfgNBriLYeWWuLvF3Bmy6xZ4RuuD4HLPVbpMTuHU7RzJ,359297,50538.49,7,1.74
Ezp1xiZC2mcenHjFB4nAfb8HW9YuGEBFit49yGG7XdAu,360601,2072654.94,2,18.82
4m1PbxzwLdUnEwog3T9UKxgjktgriHgE1CfAhMqDw7Xx,360870,37299.58,7,1.18
2cRtnW1f6b8GSTWENTr2pQ1Bobz9QmCdq1oVyCmSmV1n,361633,22400.58,7,0.34
5KZ2dv5fnpJGy9LjwXkvXX5M7U6NjqxW8UfbVkTph89n,360725,38841.7,7,1.25
2LrSZWeyvFovnzVFpFPQE7Lxt64xs3s3Re9HLxMJtGwf,360621,1617092.95,10,73.43
s4VEVydfBor1CyCDXJNNQXzFFPnt9UFwuhM59NXjotH,360962,38885.29,7,1.24
HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP,360480,306141.39,0,0.0
86dGbSrKhZHgKLWZc1hAyzQkk2asXGCFsoRsu1Ccfzd6,360822,3974623.01,8,144.46
HYjVeaM7XjdVPVUR2xkSDRDKUvaz1VaVAxn4RTj2gwDu,361147,53144.92,7,1.9
Ak5BJzQe2R8qFuyYmaAFPjXuD7XPux3ZNTv52D7rfiqR,360601,2655116.86,10,125.01
9iEFfC6qCU6DBTWxL84YQdpNmpZ9yBBu4sW62yeiEVKe,360311,55589.73,7,1.95
DgHAbtwppwNg2bC76ig9KyZPvcnV9W8unLr1rmCDnQMM,360564,9331.31,100,5.36
HHsYizoCxdkBs1RP91gD75QBfubVLrpd1Shp8srsiyR6,360800,7230.97,100,4.36
7BEkR6kjnh7XPxQ4Ew5ePby7orLrXKT4zDE97kbN1fiT,361031,6102.58,0,0.0
nVu3zzzLXJJzvoozEaUCyNFnHE2ZTgjzdG251EMW3JW,360309,6532.67,7,1.71
2Jc8YA9pjTBbhcjsk1hMrLzHN5buCiV9e1XXYNT5Ltju,360633,9237.06,100,4.67
4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv,356560,118248.84,0,0.0
FJYPVSArASsFgxk9tWCwAhQLUuEMLhaPcDoL2TXMgK49,360638,9001.41,100,4.74
5orRi4tMEGneZ9U2y381JnBEnsqFJDBSNQLhBn98Bkcv,360436,791829.09,100,359.79
6KxQFRReTRH6gFJUs2CkSa57fobfAbQtigp1NfGXt3Qs,360457,598471.5,100,271.95
GjZdDp7emowSgB21XaV9BCcStSBjypDPA3bZtc1494DU,343414,5288.56,7,1.02
13dy8pb1z2wqnHFGxN8Mv4kbfA1TbSEhTBjHfuJ51X41,360777,14811.82,7,0.32
37SRGinPhmR5bUx8gTkQqfWgyWhx8QkgLALg9dT5syMQ,344518,110.23,7,1.14
78mx8fyMvqMD8AHyknq8Hmtf1akX3peZAyxo6gu3sNDQ,360773,7711.57,100,3.83
G11K4toVD1rk4ri7eziJyYENZTXb8h7q59gzaoE3BCHX,360521,23249.42,5,0.62
8Xt3wSSftRb6L7iRiC2SRU9UQop4S9ZaGzWv3ZH6PSTD,360905,45659.18,7,1.45
9bpq8VAugtLeeQx2KF5x2RfK93jj4zSfZ4bPVhyHUJxe,361275,9992.18,100,4.87
EpRvips2doUUdxvs3Qhf4MCLqVeJEPu47Aci5QbBXASV,76648,9107.49,100,0.06
6W8yrMwtDU5G6ErazhZHfLjqZV8cMvajpSRGYgrZ3d4v,360996,867122.93,10,39.41
FdD4CP38NUZf2e1dN6tLw5Q4iU2cb438v1eGcQy5x3nQ,333180,8307.74,7,0.29
A9V5e8ZLwQ2ArKZnCcrmz9Q92pDCkUXE5tqJmJDZkCMo,361210,2065652.94,8,78.28
CX3AspxXiSVannYwUffc9ffzYwo4Caqpp7ykz25sePCv,360391,34587.18,7,1.09
8YBQZbNQKwtNLgcNPExr2iwWUsrSTT4PsR8duxjtWiP3,344814,16474.33,7,1.85
76j8TGM73QzGLd2KATNsCwewPVESCkVpkePQdm5PwQXT,360702,34293.17,7,1.08
Ay7vbs9t8KyZvyBeoSJKZ6YdweMnXSWujdS9UFKnf4vx,360344,8950.23,0,0.0
QxAyeuVu3oWJt9BBCcuSphvXADPic7hq9dXSwLYssmo,360985,54161.7,7,1.82
4bhoRSz53dMABDx2CkA9KSXtu5NGhoJA1SzY1h2Pttqi,360368,14083.64,7,0.32
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,360884,319132.18,0,0.0
3uvqr8aX2fS3W9XHdud5avRGbUtY9uswBGmr9S2N7uF2,361250,50601.94,0,0.0
8NGHra5ExC6zy2dBXc92MwDTrDCtmJXZaGRMRihar5SP,359872,34298.61,7,1.08
7fARjzLYPH77jVBPyUfptJGbi4aXfN4FAfs8W89BWZDC,360964,45587.2,7,1.87
74DQRGa4oqepMGcz96obZvw5gJPEPwaPa9MTqbAfBi9F,360874,41965.67,0,1.33
FXxmynYypFWd56xdTfjNd6fpJ7vqMpSCYKN6BzhWJsmX,360454,38261.56,7,1.22
2W7icpaM8pu7qShR5mxLCA64hjUx3ZTZqvx2P8C4Se6N,360689,9041.51,7,1.86
AE6xdVD5e92ZgevjWAamoF5kuAu88AvmUv4RRdBcoyz3,361739,275389.5,0,0.0
RAREcr3SmDePhWD4Je1qEh1UMCQD5MFaDHF7UTzezQh,361591,136223.34,4,2.56
CwrJAdkEp7fibRs8Th989tX8gFyJo88jVoK9HmaSCkP7,360472,49751.56,7,1.79
EXYEG9LAhC2AP9FYGGUhjJDTKfCU57S1Mi3Zp28cV6CU,361005,53601.56,7,1.82
HpeyxYuEXXdB7Xx58pWN6o6aKdw6mxSRBHYAZpXsdkpS,359057,59564.94,7,2.04
F1hnW5XU95uyMZ1zfCqC8w6beJEt99CfbJVoFQ7NZEuL,361021,8509.64,100,4.54
87BpJ19DeRVD5dYmvuLUJNwnySQ4oxiCy3872iVC5qyd,360818,5488.29,100,3.31
ASrBTnxfvt8uY164wRrM9xXP925yoHzoRBnVYU5s7DEs,360536,143813.3,0,0.0
AdtBv6jyEjY74XhkxZkowMuGfV1r58j44WCRyeToic99,360870,53086.83,7,1.95
97im1Mxgn8FFcwhoVoqgGc7QegAokpQS2sxzrPVggKA3,360798,37685.75,7,1.21
BqcP9Uj8R6jAG9btZLPxhnPtZBjCTQax6qmuztby2xoG,360985,33892.93,7,1.07
5RCD4pZcKH3NHN4XHxvsnVAawSaConLgsZbreSN5dXpZ,359714,71742.02,0,0.0
2ViVhbfV3uJb5xVBBBs4HZaoMK1M2WhHJB1sRDnp8R4o,360988,51996.26,7,1.77
Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz,360700,230007.98,100,104.59
9BSZriSFS8Yb835exZwTLN19Dqy9B43yvuMAAdL3nBvz,353172,51017.39,10,2.27
9KUZ4k28zDMUuh34tBBmdnq9sA4uDSdCPPjCPnUa9jKS,359777,9902.54,7,1.91
6D2jqw9hyVCpppZexquxa74Fn33rJzzBx38T58VucHx9,360083,14618223.1,8,522.54
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,385975,1166532.22,0,0.0
pgbB8erEYkTBKxyuXJRB4HrwtgyKYqeGCQnuPAH8yVw,360795,48988.64,7,1.56
5CBkJdDPMWCmss3Y48B36w78Bgxur4mDib6tQ9yMKe1B,360676,52677.02,7,1.84
ASfKFAKz6fH4eip1jdLGt5Ym954kU9KYnwq2Csn9ogSz,351957,232918.73,0,0.0
BjREhubbyR597w8tK9NUCLY74Zct2VuhvrNhyLinVc2e,360034,51035.81,10,2.31
2mxWiqtwdpE8zgkWxwFaJLn127dbuuHY4D32d8A6UnPL,360822,52387.78,7,1.83
37BPVW1Ne1XHrzK15xguAS2BTdobVfThDzTE2mv8SsnJ,352464,277200.71,10,12.3
862VZk4B2PrWf96MDbvu6EH1j9PMKqhYA4FAgQWhpRYF,359858,52709.84,7,1.89
BTQbHhcrqMoH1zyFBeXWVLgF4KV151uS6Kb5zpMBpwT9,360906,34479.01,7,1.09
6wLyyZDBRy88MhyfNK1qjqWjihfdcZWksSHiYecZ3ArH,360806,35745.87,7,1.13
3yeRxYXdpkFh92kibqHHXQtmQiEUPtNFKsdDrAEhwWHQ,361106,7769.48,100,4.39
5m8kTjAZRGppy6Ag5uCfUBzY1Ev4NtLR7fJwoaK3HanP,360901,37391.69,7,1.17
9jVU1ET9Xxqnrsqjw8FGxmHgcXs6Hbj1HECckWqn2LUD,345180,98610.44,100,39.86
E3yhPs5PPN4RZh8FbJo2eqtdrAYKCK9H7pcSD1vCNCP4,360889,53693.9,7,1.83
Fy6zNoZ1eCPpQX3JXeQ9Yd1HW1BFL8rrFmDvYYDnuxjT,361304,157174.48,0,0.0
3M4QYXfFM64wqSpSeQZWA6PJNmR6QQtF64BLzA9SG7ZD,355853,12901.09,7,0.25
GRWCUtxwiSLtLGERyNyZymr77NJdko2HdDHxpVcJz6E9,360961,76297.98,0,0.0
DiYFYCDVurwZPVWieFsDNjG6iS2nSfBb5JQg3huY5eEu,360863,35838.28,5,0.81
HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR,360212,2500000.94,100,1135.24
8rcrC8sc3kATiFM3w8oWSbJTDxtGJZuPhLKmpWL4XYr4,258238,4400.38,0,0.0
3ZHY9PQtp7MyznRcHRAkFYrTWinQzidYAQxNjBeyzyr9,360628,58754.85,7,1.97
3iPuTgpWaaC6jYEY7kd993QBthGsQTK3yPCrNJyPMhCD,360247,59053.21,5,1.5
7iC1Uu6QBqNG6oaBimnPgLmtoantH7Nc3RD7SoLHgVET,361171,44779.41,7,1.46
Js6XMtPXbywcYfGVNb38cdt8kdv55vgAJr3KuvgER6K,351193,4167.85,100,0.08
7kge23FTbCXc6dZxMPQfAWLnVFTgGzio5wpXUo9si2mV,360727,134535.06,7,4.44
AkTJNhRStpi6FmehZi2tit96vQgXkmgpkfGfrp4krQuN,360908,53582.85,2,0.53
AXA7ztxJGz77RHmocYQ6MEbPYHbpc3TmhtQqZGrdzqo1,361853,181086.58,0,0.0
EJEsgjKdxKPe5mRaepH6bT8Q8xfSo7Lr9G7iEi6AgZMR,361011,44183.4,7,1.49
H3PePkvEDsq7kUaHttsjkjxHf2Cwiay1cyLJhakstg99,360942,60433.34,7,2.07
21YUExgXBLkR2FcPzMxcPC5BdrwG5qzMjwf8BmpSCGem,359392,8869.84,100,4.35
8T2WGj3jZNUDXQyNKUx3kQ8FCNzEfyAXVCBqAh6BLcL4,341463,5795.88,100,2.93
HuWHEi3opAih9GGZ4YnvH6vDU4Pji8aUra8CM8hku4Vj,360561,35600.95,7,1.19
C2CaDsVJDFv8gKpePdXVsv7EHkqa8GTxLTKzK8mKvJ6z,361055,10473.36,100,5.57
E1CzrFHxFG2LBQKMjizgSdsgfEejrEJfrvzUGNVxz6SE,360954,85353.77,7,2.78
5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,360616,35536.79,0,0.0
53ANFYA6BCDzdtiEeWawm5bqsH1Qgmjog8oMo5N4o4wU,361165,43715.12,7,1.53
A2XnPCfYMt8inTUX3DhbVZ6ZW7pmXquLKJ1knGupjaKS,360476,10678.78,100,5.34
8zHJtME22tiY3UsSHtDJXo2J8hUfwikBxXNbVqQzA92r,360097,748453.32,100,385.44
FBpY7LcnhwjgBNRzzQfhkLYk1ixnzRLqj39HWewNY4Jy,360796,8562.04,100,4.58
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,360494,698651.72,6,17.87
CsfWHXyL85Ur2vsfJcxg8advGyfFa6FbCWMX22qbsqmk,359822,78783.15,7,2.57
4NTGFvib9jutwo2GZbXSomgMoeJmoFv66T1mup4Kd8o6,360710,39399.01,0,1.25
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,386844,45427.96,0,0.0
A2MtELFxn9wAiUrobrZ6vsypQtGHdH3ZesEnvAogvuFZ,361834,174458.8,0,0.0
86Sw9R6ynPmXnHfwUWinXtq1QoF2KHesfQQyZG5r8sXo,359969,47069.41,0,0.0
27MtjMSAQ2BGkXNuJEJkxFyCJT8dugGAaHJ9T7Gc6x4x,360874,247379.93,0,0.0
ESjX2jRuvdr2a47JfEKjP24gNsgreE9PvSpkw4t5Xn2M,360972,48822.86,7,1.85
C6DEs3i448uhrsWMMnWYq7WsxkujcgADrCJQ4AMJ8ipj,360885,9942.06,7,0.35
ErdfgpiSuwpMmbtx4bZ4Q3Ap94PyJ4aMJ1mLsUiJmywK,361219,10664.03,100,5.98
F7WubP6g5CLmumKWyB4yUouyucxZbnJxFKJtxq3DiRhA,360613,53970.06,7,1.88
3R4effnUPr3sDo5wdegPBnqTmKTZhKkbgL1wxYw7w4B6,361315,59533.6,5,1.44
95Kg9C27WjjrnQpgZ418hxWTeumPTyH1ENnBoimVN5PL,352777,51021.85,10,2.27
DbqQ6kPp5Rt2zbkMMsesTR8xbAc44pEgeTGqd92xFYbz,360850,8239.75,100,0.37
ZBfLjZjz48oS3ArtnjmPn4Fc1bd2VbKeBnxeCSrKE9S,361031,43771.3,7,1.54
CysuX62ZABkbgm1HAderz9Rdy9rQqhw8bmkR3h9t5iAH,360565,5821.23,100,3.81
4QhNoG3PN1FXXFhAEA2QWdor6xjXvM9pjq6MXAUV8Zg2,358325,55931.3,7,1.95
jUP5hCf2fGJEz8F2j2gACezxFYCNE9zo1eTMsRQjRK9,359831,54311.77,7,1.92
8WVqaMTGPKsVSFBBPgm1vHRvSzTZYhJStQhUva1jtg78,360907,53572.55,7,1.83
6UDU4Z9TTbYy8gcRKBd7RX3Lm2qMsSR4PMuzoyYPzLma,360892,110065.37,7,3.65
9NZ18GkTnXZug6eXAzpBsmyCsYfAJ7mL9bgUfSJDSAKr,360625,36229.74,7,1.14
7B7oKRic1qW4sEQjeu5bJm5eDZaQ5UfR4NvjyX3LFe3S,360217,53618.53,7,1.84
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,360975,285477.9,4,5.27
CCxSNvJogH6LWyoiEbG7JfcWybw2FqqCExs5GuemChGr,360985,53691.34,7,1.82
6ZUCygEHeA1MRgdxZ4V6e6gcAsJz1e2uDA3e3jv1bY7M,360646,34296.59,5,0.77
